<<<<<<< HEAD
编号,名称,主,副,组别,魔力值,精力,物攻,防御,魔攻,魔抗,速度,总和,简介
531,小独角兽,翼,无,守护组,0,60,60,60,60,60,60,360,不管怎样，他一直在坚持，不管多么艰难，他依然相信梦的存在。
532,青铜独角兽,翼,无,守护组,0,80,80,80,80,80,80,480,长大正是他所想要的，心中充满了对力量的渴望。
533,白金独角兽,翼,冰,守护组,0,100,82,85,110,95,82,554,得到大魔导师的指点，可以施放出让人震撼的禁忌魔法，拥有非常强大的力量。
534,黄金独角兽,翼,火,守护组,0,100,110,95,82,85,82,554,受到光明祭祀的教导，可以瞬间爆发出强大的能量，摧毁所有想要侵犯他的人。
535,小马驹,火,无,动物组,0,42,40,39,58,44,65,288,喜欢吃零食，会做点心，最擅长做曲奇饼。经常随身带着一个日记本，数学老不及格。
536,千里赤云,火,无,动物组,0,62,60,61,79,65,90,417,世有伯乐，然后有千里马。千里马常有，而伯乐不常有。你会是那个伯乐吗？
537,火云战马,火,无,动物组,0,80,82,78,99,85,110,534,从远古的沙场尘烟中驰骋而来，雄浑、高昂、豪迈。几千年来，用自己的力量和赤诚经历了血与火的洗礼。
538,菇菇丁,土,草,未发现组,0,46,39,67,35,49,43,279,蘑菇是寂寞的小亭子，只有雨天青蛙才来躲雨，晴天青蛙走了，亭子里冷冷清清。
539,多菇丁,土,草,未发现组,0,65,56,88,58,68,60,395,蘑菇会写诗，他的诗是身上的花纹，圆圆的，斑斑点点。
540,九幽菇,土,草,未发现组,0,88,78,108,81,88,82,525,蘑菇多梦、孤独、忧郁，他有时梦到细雨和小草，他不知道其他的蘑菇忙些什么，甚至低头拷问生存的意义。
541,齿龙,龙,无,未发现组,0,56,55,43,42,37,43,276,敢跟我抢地盘的人，是不会有好下场的。
542,战斧龙,龙,无,未发现组,0,74,75,60,62,60,63,394,一把斧头走遍天下都不怕。
543,战斧暴龙,龙,无,未发现组,0,92,94,82,85,81,80,514,天下没有不散的宴席，这块土地现在是我的了，你可以跟他告别了。
544,美美豆,草,无,未发现组,0,40,55,53,39,46,46,279,特别的爱美，每天总是不停的照镜子。
545,豆美美,草,无,未发现组,0,60,75,73,62,63,65,398,对自己的外形特别有自信，认为自己是最美的宠物。
546,美豆豆,草,无,未发现组,0,82,93,90,82,84,85,516,相信自己的勇敢，而且想经历一场考验，来证明自己的勇敢。
547,锯齿孢子,毒,无,未发现组,0,42,40,38,67,63,51,301,一直认为自己就是蘑菇的表弟，很多人总喜欢说它是水母的近亲，它的由来是个秘密。
548,触须孢子,毒,无,未发现组,0,63,62,60,88,85,69,427,头上的眼睛即将睁开，现在它最大的愿望就是用这个眼睛洞察世间的万物。
549,巨目孢子,毒,无,未发现组,0,82,79,81,108,108,88,546,巨大的眼睛据说能把对手催眠，催眠的效果只有它的对手知道。很多小的孢子都开始游动到周围的空气中了。
550,冥想泡泡,萌,无,未发现组,0,47,43,22,55,53,42,262,菩提本无树，明镜亦非台，本来无一物，何处惹尘埃。
551,飞行泡泡,萌,无,未发现组,0,68,64,41,76,72,66,387,"由幻想而生，因幻灭而逝。寄蜉蝣于天地,渺沧海之一粟。"
552,幻影泡泡,萌,无,未发现组,0,88,85,60,94,90,82,499,生命的短暂，让他体味到存在的价值。梦想的脆弱，让他理解到奋斗的可贵。有着执着的一生，无怨无悔。
553,运动宝宝,普通,无,未发现组,0,50,58,50,50,48,53,309,爱奔跑，爱跳跃，爱拳击，爱游泳，他就是全能运动健将。
554,南瓜乐乐,恶魔,无,未发现组,0,55,53,58,51,50,48,315,因为生长的南国所以叫做南瓜，因为妈妈希望他永远快乐，所以叫乐乐。
555,小石头,石,无,力量组,0,44,58,62,56,45,40,305,本来就是一团泥，被人制作成了一块砖头，从此有了生命。
556,青砖精,石,无,力量组,0,55,77,80,78,60,52,402,历经千年的战乱，让他学会了一身的本事，也有了再也无法消除的忧心。
557,巨灵石,石,无,力量组,0,72,90,98,90,80,70,500,没有被风化，反而越来越庞大，据说用身体就可以砸死人。
558,棒棒柴,草,无,未发现组,0,68,52,44,80,44,70,358,留得青山在，不怕没柴烧，说的好像就是他。
559,烽火,草,火,未发现组,0,85,60,58,95,60,92,450,一朝妃子笑，烽火戏诸侯，说的好像就是他。
560,狼烟之魂,草,火,未发现组,4.5,100,75,72,120,77,110,554,大漠孤烟直，长河落日圆，说的好像就是他。
561,古筝,电,无,未发现组,0,60,52,53,60,58,51,334,清筝何缭绕，度曲绿云垂。
562,灵舞,电,无,未发现组,0,72,65,65,80,80,66,428,楚匠铙巧思，秦筝多好音。如能惠一面，何啻值千金。
563,仙音,电,无,未发现组,0,89,78,76,105,95,75,518,白首为功名。旧山松竹老，阻归程。欲将心事付瑶琴。知音少，弦断有谁听 。
564,笔童,土,无,未发现组,0,45,51,48,42,42,45,273,一支普通的毛笔，但是用自己的身躯书写了一段不平凡的历史。
565,笔仙,土,无,未发现组,0,60,70,68,52,53,66,369,出招毫无章法，做事也是随心所欲，已经集天下书法之大成。
566,笔圣,土,无,未发现组,0,80,95,88,72,71,80,486,封笔多年，多年未沾墨迹，但是苍劲的身躯俨然本身就是一件艺术品。
567,财多多,石,无,未发现组,0,45,58,52,60,57,60,332,走到哪里都不忘记收敛钱财，结果被人用魔法变为了金元宝，不过他自己还是很开心。
568,金豆豆,石,无,未发现组,0,58,80,65,83,75,81,442,每次经过镜子面前，总是停留下来欣赏镜子里面自己闪闪发光的身体，开心的笑不停。
569,金宝宝,石,无,未发现组,0,75,95,82,98,88,90,528,看着人们疯狂的追求自己，特别满足，终于知道不止自己爱财，原来大家都爱。
570,帕尔萨斯,恶魔,草,未发现组,0,220,120,180,120,180,120,940,他眼中看到的都是黑白的，他的世界没有色彩，单一的世界却让他有了执著的信念和忠诚的心。
571,喷火猿,火,无,未发现组,0,110,106,125,120,135,102,698,努力模仿洛克走路的样子，但是总也学不像，甚至把自己原来如何走路都给忘记了。
572,海豚帅帅,水,无,未发现组,0,100,95,65,95,75,88,518,具有很高的智商，而且拥有一颗非常善良的心，经常在海里打捞不会辟水咒的小洛克。
573,绅士鸡,火,无,未发现组,0,90,121,80,112,78,88,569,雄赳赳，气昂昂，大步跨向前。
574,红毛小Q,普通,无,未发现组,0,95,100,80,100,75,80,530,洛克王国宠物中的贵族，据说在另一个世界是尊贵身份的象征。
575,小灵桃,草,无,未发现组,0,60,65,58,65,70,59,377,非常稀有，诞生于魔力之花的可爱宠物。
576,灵桃子,草,无,未发现组,0,80,75,68,90,100,70,483,长大了，发现还是花朵里暖和，所以带着走。
577,幽影蛇,恶魔,毒,未发现组,0,44,54,35,31,33,55,252,不管走到哪，都有一个影子跟着他，想跑也跑不掉。
578,双生蛇,恶魔,毒,未发现组,0,64,73,57,54,53,78,379,一个人也可以玩的很开心，可以跟自己聊天，对战，下棋。
579,双子响尾蛇,恶魔,毒,未发现组,0,85,95,78,77,75,96,506,非常惧怕幽暗蟹，曾经被他的两个大钳子把自己的两个脑袋都夹住了。
580,神圣人鱼,水,无,未发现组,0,88,89,103,108,97,82,567,人鱼的故事纵然美丽，却也让人感到惋惜，童话里不只是有快乐，也让我们学会感伤。
581,人鱼守护者,水,无,未发现组,0,100,99,112,118,109,98,636,我的童年就是在无尽的童话中渡过，长大了，却不舍得挥手告别曾陪伴我许久的伙伴，你们如今可好吗？
582,煤球憨憨,石,无,大地组,0,49,67,55,44,38,45,298,原本只是一个毫无生命的石头，后来被人施了魔法，变成了宠物，但是作为代价，他将永远得不到爱。
583,害羞球球,石,无,大地组,0,68,85,73,67,58,68,419,对生命的执着，让他坚定甚至有些过分的珍惜这来之不易的自由，时常会不顾其他人的感受。
584,蓝衣夜灵,石,无,大地组,0,88,108,96,85,80,89,546,虽然有了生命，但是得不到大家的爱，让他感到万分痛苦，有时候会在犹豫自己的选择是否正确。
585,毛懒懒,恶魔,无,未发现组,0,70,60,55,58,52,80,375,从来不喜欢收拾自己的小屋，朋友们戏称他是乱室佳人。
586,喷气兽,恶魔,无,未发现组,0,90,78,75,77,70,110,500,一个人站在房顶轻声歌唱，蒸汽从嘴里冒出来，经常被当做烟囱。
587,瓦斯叮当,恶魔,无,未发现组,0,110,89,85,88,85,140,597,比较容易动怒，不要惹恼他，他会跟你一起灰飞烟灭的。
588,蓝色多哥,水,无,精灵组,0,35,55,45,62,55,111,363,是个胆小鬼，不是很喜欢跟洛克们生活在一起，经常会偷偷的跑掉，很少被人驯服呢。
589,帽檐多哥,水,无,精灵组,0,68,72,68,85,78,113,484,如果碰上了他喜欢的小洛克，会很忠诚的守护在他身边，不离不弃。
590,精灵多哥,水,幽灵,精灵组,0,80,90,85,105,98,115,573,会在有月亮的夜晚，在海边轻声哼唱古老的歌谣，在海边打渔的小洛克们总是会被那动听的声音迷倒。
591,幽暗蟹,恶魔,无,未发现组,0,50,52,56,37,43,38,276,流落在暗黑岭的幽暗蟹，曾经是天后希拉的手下，强大的蟹钳曾经为他赢得了无上的荣耀。
592,泡沫蟹,恶魔,无,未发现组,0,68,71,76,57,62,61,395,口吐白沫的时候，是因为脑袋里面进水了，要把水吐出来。
593,串鱼巨蟹,恶魔,无,未发现组,0,88,92,98,78,82,82,520,长大后成为了美食家，做起了烤鱼的生意，据说非常的火。
594,蓬蓬幼苗,草,无,植物组,0,55,46,51,51,43,38,284,我要以一颗树的名义向春天倾诉，倾诉我刚刚经历的那个寒冬，那个我不得不沉默的季节。
595,蓬蓬树,草,无,植物组,0,75,68,72,70,62,61,408,是的，我不断在生长，甚至生长的有些疯狂，没有经历过那么漫长的冬天的你如何能理解我对生命的渴望。
596,参天蓬蓬,草,无,植物组,3,95,88,90,92,83,82,530,参天大树，是你们，也仅仅是你们对我的定义，你也许无法想象，每当我抬起头，天，相隔还是那么遥远。
597,过桥米线,草,无,未发现组,0,45,43,38,60,39,60,285,世上本没有路，走的人多了也就有了路。米线本来只是米线，过的桥多了，就成了过桥米线。
598,青花米线,草,无,未发现组,0,64,62,57,83,58,82,406,真的米线，敢于直面悲惨的结局，敢于正视油腻的汤汁。这是怎样的哀痛者和奉献者？
599,大厨米线,草,无,未发现组,0,83,82,76,103,74,95,513,从来没有见过如此美妙的米线，让人回味的不止是他的美妙的味觉，更令人不可自拔的是他大厨般的气质！
600,小萝卜头,草,无,植物组,0,48,40,41,50,45,38,262,小萝卜头，或许不曾有过快乐，甚至还有些悲惨，一直被深深的藏在地下，却阻挡不了他对光明的向往。
601,萝卜果果,草,无,植物组,0,68,61,62,70,66,55,382,本来可以在土地中安稳的生长，可是有一天，被一只淘气的兔子挖走了，然后就有了红萝卜兔的故事。
602,萝卜老翁,草,无,植物组,3,90,85,88,90,81,76,510,一生都跟着兔子一起到处漂泊，居无定所，可是他并不后悔，或许还会有一些得意。
603,番茄小弟,草,无,植物组,0,57,48,53,53,45,40,296,鲜艳的红色，美丽的外表，曾经让人们认为他充满剧毒，如果不是那个勇敢的小洛克，他还不能被人接受。
604,犄角番茄,草,无,植物组,0,77,70,74,72,64,63,420,成熟后的番茄变的有些骄傲，不喜欢被人捕捉，长了长长的犄角，极具攻击性。
605,暴躁番茄,草,无,植物组,0,97,90,92,94,85,84,542,生长在炎热的夏天，在七月的阳光下，焦躁的性格愈发的明显，没事不要招惹他哦。
606,火刺眼蜥蜴,石,无,守护组,0,60,60,60,60,60,60,360,拥有非常帅气的外形，生活在与世隔绝的山林中，等待着一个有缘人，或许就永远的守望在孤独之中。
607,丛林绿蜥蜴,石,无,守护组,0,80,80,80,80,80,80,480,多年的成长，已经成为了一个犀利的丛林猎手，但依然还在痴痴地等待着属于他的那份荣耀。
608,石化刺蜥蜴,石,无,守护组,0,100,100,100,100,100,100,600,时光穿梭不断，依然未曾等到那一天，慢慢的石化，谁又能了解他心中的孤独与无奈？
609,火尾瓦特,火,无,未发现组,0,41,40,46,58,51,41,277,天生就对机械非常感兴趣，非常崇拜蒸汽机的发明者瓦特，要像他一样厉害，至少名字要先一样。
610,火尾战士,火,无,未发现组,0,60,57,68,79,72,62,398,一直都不知道水壶的盖为什么会自己跳起来，不知道蒸汽为什么会有这么大的力量。
611,烈火守护,火,无,未发现组,0,82,80,86,98,91,85,522,不懂自己强壮的外表下，为什么会有一个脆弱的心，一点点的温暖都会让他的心沸腾起来。
612,可爱趴趴,萌,无,未发现组,0,46,54,43,51,52,41,287,因为怕受伤，所以我一直趴着，这样就永远不会摔倒。
613,马虎趴趴,萌,无,未发现组,0,65,71,61,72,71,61,401,事实证明我是对的，长到这么大，我从来没有摔倒过，虽然我再也站不起来了。
614,莽撞趴趴,萌,无,未发现组,0,85,88,82,90,92,84,521,也许有人说我懦弱，但是我从不后悔，每个人，哪怕是猪也有自己想要追求的生活。
615,伏地兽,土,无,未发现组,0,52,48,55,40,50,40,285,有时候趴的很低，是为了关键时刻的奋力一跃。
616,食蚁兽,土,无,未发现组,0,75,65,72,60,68,61,401,非常喜欢凝视蚂蚁在地上爬行，但是不会伤害他们。
617,弯嘴兽,土,无,未发现组,0,98,82,91,81,85,81,518,弯弯的嘴巴像是一轮弯月，在夜晚的时候非常的漂亮。
618,冰虎宝宝,冰,无,未发现组,0,55,78,56,67,49,48,353,你不曾看到过我所看到的，你未曾经历过我所经历的，所以你永远都不会了解我。
619,冰晶幼虎,冰,无,未发现组,0,73,95,77,86,69,69,469,或许我张扬，或许我蛮横，或许我让你望而却步，但是朋友，我跟你一样的真诚。
620,冰晶古齿虎,冰,无,未发现组,4.5,92,115,95,105,87,88,582,我的记忆开始的时候，好像还没有这片大陆，后来我经历了很多，再后来你们来了，现在我舍不得你们。
621,米希,水,机械,未发现组,0,66,64,44,41,37,50,302,机械，坚硬，有时候也很脆弱；大海，深沉，有时候也会澎湃；灵魂，轻灵，偶尔也会哀伤。
622,米米希,水,机械,未发现组,0,83,83,67,63,58,72,426,沉没在海底多年，我想在我机械的躯壳下，已经有了一个鲜活的灵魂，我不相信这只有我一个人感受得到。
623,机械米希,水,机械,未发现组,0,102,105,88,81,78,89,543,我刚硬，坚强，我是机械，所以我理所当然的可以抵挡更多的伤害，可谁又懂得我也有一个流淌血液的心。
624,小T恤,萌,无,未发现组,0,46,52,48,62,41,58,307,非常贴心的宠物，可以把他穿在身上，冬暖夏凉，还可以抗击打呢。
625,魔力T恤,萌,无,未发现组,0,64,70,67,87,61,78,427,不管多胖的人都可以轻松的穿上他，会自动适应人的体型呢。
626,T恤超人,萌,翼,未发现组,0,85,92,88,118,82,105,570,主人好讨厌，把我的胳膊都拧在一起，还给我用口香糖粘了一块桌布，我又不是超人。
627,脆鸣鸟,翼,无,未发现组,0,44,48,49,51,50,43,285,拥有神奇的力量，可以用音乐唤醒沉睡的世界。
628,唤醒鸟,翼,无,未发现组,0,64,67,68,70,72,63,404,刚刚做了一个好可怕的噩梦，我梦到自己竟然再也不能唱歌了。
